,Address,Latitude,Longitude,Price,Beds,Website,Posted,Area,Minimum_Beds,Maximum_Beds,Minimum_Cost,Maximum_Cost,Average_Cost,Distance_from_GIES(miles),Distance_from_iSchool(miles),Distance_from_Grainger(miles),Distance_from_CountyMarket,,Rating,Cost_per_Person,Pet_friendly,Dish_washer_in_unit,Wahingmachine_in _unit,Parking,Wifi,water/electricity/trash management,Air_conditioning,Television,Fully_furnished,Latitude(gies),Longitude(gies),Latitude(ischool),Longitude(ischool),Latitude(eng),Longitude(eng),Latitude(countymarket),Longitude(countymarket)
78,"3763 Harbor Estates Ln #1, Champaign, IL 61822",40.1289577,-88.3079503,925,2,Zillow,1 hour ago,Champaign,2,2,925,925,925,4.483158946,4.298954073,4.457880234,2.354398653,,4,462.5,0,1,0,0,0,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
79,"1725 Robert Dr APT 2, Champaign, IL 61821",40.0944489,-88.2667819,1122,2,Zillow,2 hours ago,Champaign,2,2,1122,1122,1122,2.052166538,2.075611273,2.389363447,1.442929798,,2,561,1,0,1,1,1,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
80,"23 Barney St #65, Bondville, IL 61815",40.1125962,-88.3634856,1100,3,Zillow,6 hours ago,Champaign,3,3,1100,1100,1100,7.089423245,6.982622873,7.214678819,3.837951665,,2,366.6666667,0,1,1,0,0,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
81,"1003 N Elm St, Champaign, IL 61820",40.1257196,-88.250386,795,3,Zillow,7 hours ago,Champaign,3,3,795,795,795,1.873923521,1.597900652,1.608486722,3.056214175,,2,265,1,1,0,1,1,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
82,"202 1/2 Birch St, Champaign, IL 61820",40.1000956,-88.245757,795,2,Zillow,7 hours ago,Champaign,2,2,795,795,795,0.8752186796,0.9164613949,1.239606036,2.557682542,,2,397.5,0,1,1,0,0,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
83,"906 S Locust St #GMPKJKHNK, Champaign, IL 61820",40.1073706,-88.2400143,1040,4,Zillow,Updated today,Champaign,4,4,1040,1040,1040,0.596859743,0.450031067,0.7296795644,2.945053379,,2,260,1,0,1,0,1,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
84,"3763 Harbor Estates Ln #1, Champaign, IL 61822",40.1289577,-88.3079503,925,2,Zillow,1 hour ago,Champaign,2,2,925,925,925,4.483158946,4.298954073,4.457880234,2.354398653,,3,462.5,1,1,0,0,1,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
85,"1725 Robert Dr APT 2, Champaign, IL 61821",40.0944489,-88.2667819,1122,2,Zillow,2 hours ago,Champaign,2,2,1122,1122,1122,2.052166538,2.075611273,2.389363447,1.442929798,,2,561,0,1,1,0,0,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
86,"23 Barney St #65, Bondville, IL 61815",40.1125962,-88.3634856,1100,3,Zillow,6 hours ago,Champaign,3,3,1100,1100,1100,7.089423245,6.982622873,7.214678819,3.837951665,,3,366.6666667,0,1,1,0,0,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
87,"1003 N Elm St, Champaign, IL 61820",40.1257196,-88.250386,795,3,Zillow,7 hours ago,Champaign,3,3,795,795,795,1.873923521,1.597900652,1.608486722,3.056214175,,4,265,0,0,1,1,1,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
88,"202 1/2 Birch St, Champaign, IL 61820",40.1000956,-88.245757,795,2,Zillow,7 hours ago,Champaign,2,2,795,795,795,0.8752186796,0.9164613949,1.239606036,2.557682542,,4,397.5,0,0,0,1,1,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
89,"906 S Locust St #GMPKJKHNK, Champaign, IL 61820",40.1073706,-88.2400143,1040,4,Zillow,Updated today,Champaign,4,4,1040,1040,1040,0.596859743,0.450031067,0.7296795644,2.945053379,,2,260,0,0,1,1,0,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
90,"3763 Harbor Estates Ln #1, Champaign, IL 61822",40.1289577,-88.3079503,925,2,Zillow,1 hour ago,Champaign,2,2,925,925,925,4.483158946,4.298954073,4.457880234,2.354398653,,4,462.5,0,0,0,0,0,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
91,"1725 Robert Dr APT 2, Champaign, IL 61821",40.0944489,-88.2667819,1122,2,Zillow,2 hours ago,Champaign,2,2,1122,1122,1122,2.052166538,2.075611273,2.389363447,1.442929798,,3,561,0,0,1,1,0,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
92,"23 Barney St #65, Bondville, IL 61815",40.1125962,-88.3634856,1100,3,Zillow,6 hours ago,Champaign,3,3,1100,1100,1100,7.089423245,6.982622873,7.214678819,3.837951665,,2,366.6666667,0,0,1,0,0,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
93,"1003 N Elm St, Champaign, IL 61820",40.1257196,-88.250386,795,3,Zillow,7 hours ago,Champaign,3,3,795,795,795,1.873923521,1.597900652,1.608486722,3.056214175,,3,265,1,0,0,0,0,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
94,"202 1/2 Birch St, Champaign, IL 61820",40.1000956,-88.245757,795,2,Zillow,7 hours ago,Champaign,2,2,795,795,795,0.8752186796,0.9164613949,1.239606036,2.557682542,,5,397.5,1,1,0,1,1,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
95,"906 S Locust St #GMPKJKHNK, Champaign, IL 61820",40.1073706,-88.2400143,1040,4,Zillow,Updated today,Champaign,4,4,1040,1040,1040,0.596859743,0.450031067,0.7296795644,2.945053379,,2,260,0,1,1,0,0,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
96,"3763 Harbor Estates Ln #1, Champaign, IL 61822",40.1289577,-88.3079503,925,2,Zillow,1 hour ago,Champaign,2,2,925,925,925,4.483158946,4.298954073,4.457880234,2.354398653,,5,462.5,0,1,0,0,0,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
97,"1725 Robert Dr APT 2, Champaign, IL 61821",40.0944489,-88.2667819,1122,2,Zillow,2 hours ago,Champaign,2,2,1122,1122,1122,2.052166538,2.075611273,2.389363447,1.442929798,,4,561,0,1,0,1,1,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
98,"23 Barney St #65, Bondville, IL 61815",40.1125962,-88.3634856,1100,3,Zillow,6 hours ago,Champaign,3,3,1100,1100,1100,7.089423245,6.982622873,7.214678819,3.837951665,,2,366.6666667,0,1,1,1,1,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
99,"1003 N Elm St, Champaign, IL 61820",40.1257196,-88.250386,795,3,Zillow,7 hours ago,Champaign,3,3,795,795,795,1.873923521,1.597900652,1.608486722,3.056214175,,3,265,1,0,1,0,0,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
100,"202 1/2 Birch St, Champaign, IL 61820",40.1000956,-88.245757,795,2,Zillow,7 hours ago,Champaign,2,2,795,795,795,0.8752186796,0.9164613949,1.239606036,2.557682542,,5,397.5,0,1,1,0,0,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
101,"906 S Locust St #GMPKJKHNK, Champaign, IL 61820",40.1073706,-88.2400143,1040,4,Zillow,Updated today,Champaign,4,4,1040,1040,1040,0.596859743,0.450031067,0.7296795644,2.945053379,,4,260,0,1,0,0,0,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
102,"3763 Harbor Estates Ln #1, Champaign, IL 61822",40.1289577,-88.3079503,925,2,Zillow,1 hour ago,Champaign,2,2,925,925,925,4.483158946,4.298954073,4.457880234,2.354398653,,2,462.5,1,1,0,0,1,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
103,"1725 Robert Dr APT 2, Champaign, IL 61821",40.0944489,-88.2667819,1122,2,Zillow,2 hours ago,Champaign,2,2,1122,1122,1122,2.052166538,2.075611273,2.389363447,1.442929798,,3,561,0,1,0,0,1,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
104,"23 Barney St #65, Bondville, IL 61815",40.1125962,-88.3634856,1100,3,Zillow,6 hours ago,Champaign,3,3,1100,1100,1100,7.089423245,6.982622873,7.214678819,3.837951665,,2,366.6666667,0,1,0,1,1,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
105,"1003 N Elm St, Champaign, IL 61820",40.1257196,-88.250386,795,3,Zillow,7 hours ago,Champaign,3,3,795,795,795,1.873923521,1.597900652,1.608486722,3.056214175,,2,265,1,1,0,0,0,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
106,"202 1/2 Birch St, Champaign, IL 61820",40.1000956,-88.245757,795,2,Zillow,7 hours ago,Champaign,2,2,795,795,795,0.8752186796,0.9164613949,1.239606036,2.557682542,,2,397.5,1,1,1,0,0,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
107,"906 S Locust St #GMPKJKHNK, Champaign, IL 61820",40.1073706,-88.2400143,1040,4,Zillow,Updated today,Champaign,4,4,1040,1040,1040,0.596859743,0.450031067,0.7296795644,2.945053379,,4,260,1,0,0,0,0,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
108,"3763 Harbor Estates Ln #1, Champaign, IL 61822",40.1289577,-88.3079503,925,2,Zillow,1 hour ago,Champaign,2,2,925,925,925,4.483158946,4.298954073,4.457880234,2.354398653,,5,462.5,1,1,1,0,0,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
109,"1725 Robert Dr APT 2, Champaign, IL 61821",40.0944489,-88.2667819,1122,2,Zillow,2 hours ago,Champaign,2,2,1122,1122,1122,2.052166538,2.075611273,2.389363447,1.442929798,,2,561,0,1,0,0,1,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
110,"23 Barney St #65, Bondville, IL 61815",40.1125962,-88.3634856,1100,3,Zillow,6 hours ago,Champaign,3,3,1100,1100,1100,7.089423245,6.982622873,7.214678819,3.837951665,,3,366.6666667,1,0,1,0,0,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
111,"1003 N Elm St, Champaign, IL 61820",40.1257196,-88.250386,795,3,Zillow,7 hours ago,Champaign,3,3,795,795,795,1.873923521,1.597900652,1.608486722,3.056214175,,3,265,0,1,1,1,0,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
112,"202 1/2 Birch St, Champaign, IL 61820",40.1000956,-88.245757,795,2,Zillow,7 hours ago,Champaign,2,2,795,795,795,0.8752186796,0.9164613949,1.239606036,2.557682542,,2,397.5,1,0,0,0,0,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
113,"906 S Locust St #GMPKJKHNK, Champaign, IL 61820",40.1073706,-88.2400143,1040,4,Zillow,Updated today,Champaign,4,4,1040,1040,1040,0.596859743,0.450031067,0.7296795644,2.945053379,,2,260,1,1,1,0,1,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
114,"3763 Harbor Estates Ln #1, Champaign, IL 61822",40.1289577,-88.3079503,925,2,Zillow,1 hour ago,Champaign,2,2,925,925,925,4.483158946,4.298954073,4.457880234,2.354398653,,3,462.5,1,1,1,1,0,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
115,"1725 Robert Dr APT 2, Champaign, IL 61821",40.0944489,-88.2667819,1122,2,Zillow,2 hours ago,Champaign,2,2,1122,1122,1122,2.052166538,2.075611273,2.389363447,1.442929798,,4,561,1,0,0,0,1,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
116,"23 Barney St #65, Bondville, IL 61815",40.1125962,-88.3634856,1100,3,Zillow,6 hours ago,Champaign,3,3,1100,1100,1100,7.089423245,6.982622873,7.214678819,3.837951665,,4,366.6666667,1,1,0,0,0,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
117,"1003 N Elm St, Champaign, IL 61820",40.1257196,-88.250386,795,3,Zillow,7 hours ago,Champaign,3,3,795,795,795,1.873923521,1.597900652,1.608486722,3.056214175,,2,265,1,1,1,1,1,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
118,"202 1/2 Birch St, Champaign, IL 61820",40.1000956,-88.245757,795,2,Zillow,7 hours ago,Champaign,2,2,795,795,795,0.8752186796,0.9164613949,1.239606036,2.557682542,,2,397.5,1,0,0,0,1,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
119,"906 S Locust St #GMPKJKHNK, Champaign, IL 61820",40.1073706,-88.2400143,1040,4,Zillow,Updated today,Champaign,4,4,1040,1040,1040,0.596859743,0.450031067,0.7296795644,2.945053379,,2,260,0,1,1,1,1,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
120,"3763 Harbor Estates Ln #1, Champaign, IL 61822",40.1289577,-88.3079503,925,2,Zillow,1 hour ago,Champaign,2,2,925,925,925,4.483158946,4.298954073,4.457880234,2.354398653,,5,462.5,1,0,1,1,1,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
121,"1725 Robert Dr APT 2, Champaign, IL 61821",40.0944489,-88.2667819,1122,2,Zillow,2 hours ago,Champaign,2,2,1122,1122,1122,2.052166538,2.075611273,2.389363447,1.442929798,,3,561,1,0,0,1,1,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
122,"23 Barney St #65, Bondville, IL 61815",40.1125962,-88.3634856,1100,3,Zillow,6 hours ago,Champaign,3,3,1100,1100,1100,7.089423245,6.982622873,7.214678819,3.837951665,,3,366.6666667,0,0,0,0,1,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
123,"1003 N Elm St, Champaign, IL 61820",40.1257196,-88.250386,795,3,Zillow,7 hours ago,Champaign,3,3,795,795,795,1.873923521,1.597900652,1.608486722,3.056214175,,5,265,0,1,0,0,1,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
124,"202 1/2 Birch St, Champaign, IL 61820",40.1000956,-88.245757,795,2,Zillow,7 hours ago,Champaign,2,2,795,795,795,0.8752186796,0.9164613949,1.239606036,2.557682542,,2,397.5,1,0,1,0,1,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
125,"906 S Locust St #GMPKJKHNK, Champaign, IL 61820",40.1073706,-88.2400143,1040,4,Zillow,Updated today,Champaign,4,4,1040,1040,1040,0.596859743,0.450031067,0.7296795644,2.945053379,,5,260,1,1,1,0,0,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
126,"3763 Harbor Estates Ln #1, Champaign, IL 61822",40.1289577,-88.3079503,925,2,Zillow,1 hour ago,Champaign,2,2,925,925,925,4.483158946,4.298954073,4.457880234,2.354398653,,5,462.5,0,1,0,0,1,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
127,"1725 Robert Dr APT 2, Champaign, IL 61821",40.0944489,-88.2667819,1122,2,Zillow,2 hours ago,Champaign,2,2,1122,1122,1122,2.052166538,2.075611273,2.389363447,1.442929798,,3,561,0,0,1,1,0,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
128,"23 Barney St #65, Bondville, IL 61815",40.1125962,-88.3634856,1100,3,Zillow,6 hours ago,Champaign,3,3,1100,1100,1100,7.089423245,6.982622873,7.214678819,3.837951665,,4,366.6666667,1,0,0,1,0,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
129,"1003 N Elm St, Champaign, IL 61820",40.1257196,-88.250386,795,3,Zillow,7 hours ago,Champaign,3,3,795,795,795,1.873923521,1.597900652,1.608486722,3.056214175,,4,265,1,1,1,1,0,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
130,"202 1/2 Birch St, Champaign, IL 61820",40.1000956,-88.245757,795,2,Zillow,7 hours ago,Champaign,2,2,795,795,795,0.8752186796,0.9164613949,1.239606036,2.557682542,,4,397.5,1,0,1,1,1,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
131,"906 S Locust St #GMPKJKHNK, Champaign, IL 61820",40.1073706,-88.2400143,1040,4,Zillow,Updated today,Champaign,4,4,1040,1040,1040,0.596859743,0.450031067,0.7296795644,2.945053379,,5,260,1,1,1,1,1,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
132,"3763 Harbor Estates Ln #1, Champaign, IL 61822",40.1289577,-88.3079503,925,2,Zillow,1 hour ago,Champaign,2,2,925,925,925,4.483158946,4.298954073,4.457880234,2.354398653,,2,462.5,1,1,0,0,0,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
133,"1725 Robert Dr APT 2, Champaign, IL 61821",40.0944489,-88.2667819,1122,2,Zillow,2 hours ago,Champaign,2,2,1122,1122,1122,2.052166538,2.075611273,2.389363447,1.442929798,,5,561,0,0,0,0,1,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
134,"23 Barney St #65, Bondville, IL 61815",40.1125962,-88.3634856,1100,3,Zillow,6 hours ago,Champaign,3,3,1100,1100,1100,7.089423245,6.982622873,7.214678819,3.837951665,,4,366.6666667,0,1,0,1,1,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
135,"1003 N Elm St, Champaign, IL 61820",40.1257196,-88.250386,795,3,Zillow,7 hours ago,Champaign,3,3,795,795,795,1.873923521,1.597900652,1.608486722,3.056214175,,2,265,1,0,1,0,0,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
136,"202 1/2 Birch St, Champaign, IL 61820",40.1000956,-88.245757,795,2,Zillow,7 hours ago,Champaign,2,2,795,795,795,0.8752186796,0.9164613949,1.239606036,2.557682542,,3,397.5,1,1,1,0,0,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
137,"906 S Locust St #GMPKJKHNK, Champaign, IL 61820",40.1073706,-88.2400143,1040,4,Zillow,Updated today,Champaign,4,4,1040,1040,1040,0.596859743,0.450031067,0.7296795644,2.945053379,,5,260,1,1,1,0,0,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
138,"3763 Harbor Estates Ln #1, Champaign, IL 61822",40.1289577,-88.3079503,925,2,Zillow,1 hour ago,Champaign,2,2,925,925,925,4.483158946,4.298954073,4.457880234,2.354398653,,3,462.5,0,0,0,1,1,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
139,"1725 Robert Dr APT 2, Champaign, IL 61821",40.0944489,-88.2667819,1122,2,Zillow,2 hours ago,Champaign,2,2,1122,1122,1122,2.052166538,2.075611273,2.389363447,1.442929798,,3,561,0,1,1,0,1,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
140,"23 Barney St #65, Bondville, IL 61815",40.1125962,-88.3634856,1100,3,Zillow,6 hours ago,Champaign,3,3,1100,1100,1100,7.089423245,6.982622873,7.214678819,3.837951665,,5,366.6666667,0,1,0,0,1,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
141,"1003 N Elm St, Champaign, IL 61820",40.1257196,-88.250386,795,3,Zillow,7 hours ago,Champaign,3,3,795,795,795,1.873923521,1.597900652,1.608486722,3.056214175,,3,265,0,0,0,1,0,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
142,"202 1/2 Birch St, Champaign, IL 61820",40.1000956,-88.245757,795,2,Zillow,7 hours ago,Champaign,2,2,795,795,795,0.8752186796,0.9164613949,1.239606036,2.557682542,,2,397.5,1,0,1,1,1,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
143,"906 S Locust St #GMPKJKHNK, Champaign, IL 61820",40.1073706,-88.2400143,1040,4,Zillow,Updated today,Champaign,4,4,1040,1040,1040,0.596859743,0.450031067,0.7296795644,2.945053379,,4,260,1,0,0,1,1,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
144,"3763 Harbor Estates Ln #1, Champaign, IL 61822",40.1289577,-88.3079503,925,2,Zillow,1 hour ago,Champaign,2,2,925,925,925,4.483158946,4.298954073,4.457880234,2.354398653,,2,462.5,1,1,0,0,0,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
145,"1725 Robert Dr APT 2, Champaign, IL 61821",40.0944489,-88.2667819,1122,2,Zillow,2 hours ago,Champaign,2,2,1122,1122,1122,2.052166538,2.075611273,2.389363447,1.442929798,,4,561,1,0,1,1,1,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
146,"23 Barney St #65, Bondville, IL 61815",40.1125962,-88.3634856,1100,3,Zillow,6 hours ago,Champaign,3,3,1100,1100,1100,7.089423245,6.982622873,7.214678819,3.837951665,,3,366.6666667,1,0,0,1,1,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
147,"1003 N Elm St, Champaign, IL 61820",40.1257196,-88.250386,795,3,Zillow,7 hours ago,Champaign,3,3,795,795,795,1.873923521,1.597900652,1.608486722,3.056214175,,4,265,1,0,1,1,1,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
148,"202 1/2 Birch St, Champaign, IL 61820",40.1000956,-88.245757,795,2,Zillow,7 hours ago,Champaign,2,2,795,795,795,0.8752186796,0.9164613949,1.239606036,2.557682542,,2,397.5,0,0,1,0,1,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
149,"906 S Locust St #GMPKJKHNK, Champaign, IL 61820",40.1073706,-88.2400143,1040,4,Zillow,Updated today,Champaign,4,4,1040,1040,1040,0.596859743,0.450031067,0.7296795644,2.945053379,,3,260,1,1,0,0,1,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
150,"3763 Harbor Estates Ln #1, Champaign, IL 61822",40.1289577,-88.3079503,925,2,Zillow,1 hour ago,Champaign,2,2,925,925,925,4.483158946,4.298954073,4.457880234,2.354398653,,2,462.5,1,1,1,0,1,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
151,"1725 Robert Dr APT 2, Champaign, IL 61821",40.0944489,-88.2667819,1122,2,Zillow,2 hours ago,Champaign,2,2,1122,1122,1122,2.052166538,2.075611273,2.389363447,1.442929798,,4,561,0,0,0,0,1,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
152,"23 Barney St #65, Bondville, IL 61815",40.1125962,-88.3634856,1100,3,Zillow,6 hours ago,Champaign,3,3,1100,1100,1100,7.089423245,6.982622873,7.214678819,3.837951665,,2,366.6666667,0,1,1,1,1,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
153,"1003 N Elm St, Champaign, IL 61820",40.1257196,-88.250386,795,3,Zillow,7 hours ago,Champaign,3,3,795,795,795,1.873923521,1.597900652,1.608486722,3.056214175,,2,265,1,0,0,0,0,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
