Address,Latitude,Longitude,Price,Beds,Posted,Minimum_Cost,Maximum_Cost,Minimum_Beds,Maximum_Beds,Average_Cost,Area,Website,Rating,Cost_per_Person,Pet_friendly,Dish_washer_in_unit,Wahingmachine_in _unit,Parking,Wifi,water/electricity/trash management,Air_conditioning,Television,Fully_furnished,Distance_from_GIES(miles),Distance_from_iSchool(miles),Distance_from_Grainger(miles),Distance_from_CountyMarket,Latitude(gies),Longitude(gies),Latitude(ischool),Longitude(ischool),Latitude(eng),Longitude(eng),Latitude(countymarket),Longitude(countymarket)
"713 S. Randolph St. - 24 Champaign, IL 61820",40.1077297,-88.2453146,665,2,Recently,665,665,2,2,665,Champaign,Hotpads.com,5,332.5,1,1,1,0,0,1,0,1,0,0.8655788742,0.7297212331,0.9928001933,2.681931191,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"57 E Chalmers St Champaign, IL 61820",40.1062084,-88.2394684,749,1 to 4,Recently,749,749,1,4,749,Champaign,Hotpads.com,4,187.25,0,1,0,1,1,1,1,1,0,0.5392513807,0.4324476285,0.733802637,2.953948449,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"25 Howard Dr Champaign, IL 61820",40.1311999,-88.241992,695,2,Recently,695,695,2,2,695,Champaign,Hotpads.com,3,347.5,1,0,0,0,1,0,0,1,0,2.011423615,1.718655688,1.615078978,3.63930341,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"211 E John St Champaign, IL 61820",40.1087653,-88.2356973,"1,980",4,Recently,1980,1980,4,4,1980,Champaign,Hotpads.com,4,495,0,1,1,0,1,0,1,1,1,0.4716772088,0.2344109985,0.482814899,3.190311546,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1006 W Stoughton St Urbana, IL 61801",40.1137885,-88.2214309,620,2 to 4,Recently,620,620,2,4,620,Urbana,Hotpads.com,3,155,0,0,0,0,0,1,1,0,0,0.8320998904,0.680552624,0.3567145973,4.011233593,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"307 W Columbia Ave Champaign, IL 61820",40.1209207,-88.2478482,660,3,Recently,660,660,3,3,660,Champaign,Hotpads.com,3,220,1,1,1,0,0,1,1,1,1,1.528215439,1.259343187,1.304504509,2.958430113,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"824 Harvard St Champaign, IL 61820",40.1241501,-88.2572022,695,2,Recently,695,695,2,2,695,Champaign,Hotpads.com,5,347.5,1,0,1,1,0,0,0,0,0,2.025728463,1.772749604,1.843056767,2.718101772,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"311 South Prairie Street - 7 Champaign, IL 61820",40.113304,-88.2487992,530,1,Recently,530,530,1,1,530,Champaign,Hotpads.com,5,530,0,0,1,0,0,0,0,1,1,1.204877682,0.9937147978,1.165833395,2.649495832,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"405 W Park St Urbana, IL 61801",40.1171598,-88.2115247,600,1,Recently,600,600,1,1,600,Urbana,Hotpads.com,3,600,0,0,0,0,1,0,0,1,1,1.346815591,1.243494918,0.9257255705,4.580627842,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"506 W. White Champaign, IL 61820",40.1146247,-88.2508453,550,1,Recently,550,550,1,1,550,Champaign,Hotpads.com,5,550,1,0,0,0,1,1,0,0,1,1.345568176,1.129745903,1.288260295,2.5950675,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1008 N 5th St #A Champaign, IL 61820",40.1258079,-88.2319124,595,2,Recently,595,595,2,2,595,Champaign,Hotpads.com,3,297.5,1,1,0,0,0,0,0,0,0,1.537629786,1.254538348,1.066562158,3.848494615,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"204 W Washington St Urbana, IL 61801",40.105837,-88.2090248,690,2,Recently,690,690,2,2,690,Urbana,Hotpads.com,3,345,1,0,1,1,0,1,0,1,1,1.11110051,1.194681468,1.009521746,4.532582702,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1005 S 6th St Champaign, IL 61820",40.1062527,-88.2307468,595,1,Recently,595,595,1,1,595,Champaign,Hotpads.com,5,595,0,1,1,0,0,1,0,0,0,0.1886960066,0.1047875735,0.3745217113,3.405296084,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"606 Harwood Ct Champaign, IL 61820",40.1091938,-88.2488153,"1,100",2,Recently,1100,1100,2,2,1100,Champaign,Hotpads.com,5,550,0,0,1,0,1,1,0,0,0,1.074108903,0.9208587432,1.159825693,2.538052145,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"302 West Locust Street - 1 Downtown, Urbana, IL",40.1137003,-88.2104711,595,1,Recently,595,595,1,1,595,Urbana,Hotpads.com,5,595,0,0,1,1,1,0,1,0,0,1.238725752,1.187495586,0.8940966052,4.566139776,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"58 E John St Champaign, IL 61820",40.1092724,-88.2391519,"1,090",2 to 3,Recently,1090,1090,2,3,1090,Champaign,Hotpads.com,5,363.3333333,0,0,0,1,0,1,0,1,0,0.6284016939,0.4192225469,0.6526383955,3.024495055,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"606 1/2 W Elm St Urbana, IL 61801",40.111902,-88.2154408,550,4,Recently,550,550,4,4,550,Urbana,Hotpads.com,5,137.5,1,0,0,0,0,0,0,0,0,0.9527922808,0.8982845662,0.6137880578,4.280677301,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1006 S 3rd St Champaign, IL 61820",40.1059899,-88.2349247,"1,190",2,Recently,1190,1190,2,2,1190,Champaign,Hotpads.com,4,595,1,0,0,0,1,0,0,0,1,0.3147373068,0.2141174994,0.5375057778,3.185312894,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"609 W Main St Urbana, IL 61801",40.1136975,-88.2154947,745,2,Recently,745,745,2,2,745,Urbana,Hotpads.com,3,372.5,1,1,1,0,0,1,0,1,0,1.030055621,0.9435521824,0.6378447267,4.310177447,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"408 S Prairie St #202 Champaign, IL 61820",40.111855,-88.248085,"1,300",2,Recently,1300,1300,2,2,1300,Champaign,Hotpads.com,5,650,0,0,0,0,1,1,1,1,0,1.119588939,0.9229214497,1.117814489,2.642069518,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"907 W Stoughton St Urbana, IL 61801",40.1133675,-88.2200611,770,2,Recently,770,770,2,2,770,Urbana,Hotpads.com,3,385,1,1,0,1,1,1,0,0,1,0.8496753891,0.7222587357,0.4048187051,4.072085768,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1009 Francis Dr #11 Champaign, IL 61821",40.1305951,-88.2620568,595,1,Recently,595,595,1,1,595,Champaign,Hotpads.com,4,595,1,0,0,1,0,0,1,0,0,2.524475865,2.262343049,2.301967387,2.88974198,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"507 S 4th St Champaign, IL 61820",40.1118197,-88.2339856,790,2 to 4,Recently,790,790,2,4,790,Champaign,Hotpads.com,5,197.5,0,1,1,1,0,1,0,1,0,0.6079560913,0.3162643358,0.3766870327,3.337909283,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"813 W Main St Urbana, IL 61801",40.1141733,-88.2191288,850,2,Recently,850,850,2,2,850,Urbana,Hotpads.com,4,425,0,0,0,0,1,1,1,1,1,0.9238498269,0.79418753,0.4741621026,4.13531626,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1110 N Division Ave #B Urbana, IL 61801",40.1235576,-88.2051234,695,2,Recently,695,695,2,2,695,Urbana,Hotpads.com,5,347.5,0,1,0,1,1,1,0,1,1,1.899029859,1.775086269,1.45082416,5.048920141,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1203 1/2 Coler St Urbana, IL 61801",40.11224,-88.216067,595,2,Recently,595,595,2,2,595,Urbana,Hotpads.com,4,297.5,1,0,0,1,1,1,0,1,1,0.9411835934,0.8752579381,0.584353884,4.254472474,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"206 W Washington St Urbana, IL 61801",40.1058417,-88.2093293,720,2,Recently,720,720,2,2,720,Urbana,Hotpads.com,5,360,0,1,0,0,1,1,1,0,0,1.09521131,1.178645459,0.9943058801,4.516695857,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"405 North State Street - 7 Champaign, IL 61820",40.1198594,-88.2471102,595,1,Recently,595,595,1,1,595,Champaign,Hotpads.com,5,595,0,1,0,1,0,0,0,1,0,1.446632918,1.179435208,1.233077091,2.950074353,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"606 S Prairie St #8 Champaign, IL 61820",40.1095332,-88.2481148,675,1,Recently,675,675,1,1,675,Champaign,Hotpads.com,4,675,1,1,0,1,1,1,1,0,0,1.048571929,0.8872252324,1.12085681,2.580877177,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"106-108 E Healey St Champaign, IL 61820",40.1117209,-88.2380175,810,2,Recently,810,810,2,2,810,Champaign,Hotpads.com,4,405,1,0,0,1,0,1,0,0,1,0.7074717931,0.4442543113,0.5867816108,3.134102094,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"608 E White St Champaign, IL 61820",40.1147117,-88.2294967,830,2,Recently,830,830,2,2,830,Champaign,Hotpads.com,4,415,1,0,1,1,0,0,1,1,1,0.7672917643,0.4991022554,0.2988591868,3.627735761,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"510 E White St Champaign, IL 61820",40.1146537,-88.2309423,810,2 to 4,Recently,810,810,2,4,810,Champaign,Hotpads.com,4,202.5,1,0,0,1,1,1,1,1,1,0.7652546182,0.4845832652,0.3367461968,3.554714221,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"705 W Main St Urbana, IL 61801",40.1137816,-88.216528,295,Studio to 1,Recently,295,295,Studio,1,295,Urbana,Hotpads.com,5,295,0,0,1,0,0,0,0,0,0,0.9946367308,0.8976403132,0.5881485453,4.259296751,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1107 W Oregon St Urbana, IL 61801",40.1067402,-88.2224828,399,1 to 2,Recently,399,399,1,2,399,Urbana,Hotpads.com,3,199.5,1,0,1,1,1,0,1,1,0,0.4452278942,0.4810188935,0.3695642383,3.840547841,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"906 N Gregory St Urbana, IL 61801",40.1205559,-88.2208315,850,2,Recently,850,850,2,2,850,Urbana,Hotpads.com,5,425,0,0,1,0,0,0,0,1,0,1.264070233,1.054939051,0.7455825149,4.202469221,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"401 S Busey Ave #A Urbana, IL 61801",40.1094127,-88.2179748,"1,350",3,Recently,1350,1350,3,3,1350,Urbana,Hotpads.com,4,450,0,0,0,0,1,0,1,0,0,0.7445591349,0.7253323356,0.4856282536,4.110699213,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1105 W Oregon St Urbana, IL 61801",40.1067489,-88.2222225,399,1,Recently,399,399,1,1,399,Urbana,Hotpads.com,3,399,1,1,1,0,1,0,0,0,0,0.4575853145,0.4945827164,0.3780933233,3.854184232,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"306 W. Hill St. - 5 Champaign, IL 61820",40.1194661,-88.2476014,575,1,Recently,575,575,1,1,575,Champaign,Hotpads.com,3,575,0,0,1,1,0,1,1,1,0,1.442393993,1.178749207,1.242282293,2.913524629,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"611 South State Street - 101 Champaign, IL 61820",40.109107,-88.247024,"1,395",2,Recently,1395,1395,2,2,1395,Champaign,Hotpads.com,4,697.5,0,1,0,1,0,1,0,0,0,0.9840188577,0.8261541754,1.066321638,2.625218104,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"101 E Green St Champaign, IL 61820",40.1099625,-88.2382334,"1,128",2 to 4,Recently,1128,1128,2,4,1128,Champaign,Hotpads.com,4,282,0,0,0,0,0,0,1,0,0,0.6237695905,0.3896418977,0.5981251281,3.084900741,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"614 S 4th St Champaign, IL 61820",40.1106295,-88.2333199,"1,118",2,Recently,1118,1118,2,2,1118,Champaign,Hotpads.com,3,559,1,0,1,1,1,1,0,1,0,0.5185809577,0.2268533484,0.3357081886,3.346628518,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"903 S 4th St Champaign, IL 61820",40.1075642,-88.2337815,948,2,Recently,948,948,2,2,948,Champaign,Hotpads.com,4,474,0,1,1,1,1,1,1,1,0,0.3433494972,0.1203876967,0.4250926445,3.267917437,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"302 S Cedar St Urbana, IL 61801",40.1104744,-88.2101096,499,1,Recently,499,499,1,1,499,Urbana,Hotpads.com,3,499,1,0,0,0,0,0,1,0,0,1.145803339,1.147378083,0.8914767685,4.53241807,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1108 W Nevada St Urbana, IL 61801",40.1062359,-88.2224448,350,1,Recently,350,350,1,1,350,Urbana,Hotpads.com,5,350,1,1,1,1,0,0,0,0,1,0.4312048792,0.4887865655,0.3981128819,3.836343655,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1019 Francis Drive - Unit 6 Champaign, IL 61821",40.1305958,-88.2621968,695,2,Recently,695,695,2,2,695,Champaign,Hotpads.com,4,347.5,0,1,0,1,1,0,1,0,1,2.529504487,2.267660633,2.307956584,2.885475365,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1601 Kings Way Champaign, IL 61821",40.1452712,-88.2737372,650,2,Recently,650,650,2,2,650,Champaign,Hotpads.com,4,325,0,0,0,0,1,1,0,1,1,3.696363367,3.42540302,3.429710681,3.527347051,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"712 1/2 Wabash Ave Urbana, IL 61801",40.1067021,-88.1964059,685,2,Recently,685,685,2,2,685,Urbana,Hotpads.com,4,342.5,0,0,0,0,1,1,1,1,1,1.780132104,1.856084838,1.640426942,5.201360224,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1001 Francis Drive - Unit 2 Champaign, IL 61821",40.1305015,-88.2620303,695,2,Recently,695,695,2,2,695,Champaign,Hotpads.com,4,347.5,0,0,0,1,0,1,1,0,0,2.518758344,2.256816462,2.297010516,2.88530824,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"803 W Green St Champaign, IL 61820",40.10987,-88.2563088,968,2,Recently,968,968,2,2,968,Champaign,Hotpads.com,3,484,0,1,0,1,1,1,0,1,0,1.463789052,1.319592664,1.551657049,2.189347976,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"705 Hollycrest Champaign, IL 61821",40.1086532,-88.2802735,730,2,Recently,730,730,2,2,730,Champaign,Hotpads.com,5,365,0,1,1,0,0,1,1,0,1,2.687580336,2.578033309,2.820663233,1.101560069,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"301 W Park St Urbana, IL 61801",40.1172157,-88.2101667,575,1,Recently,575,575,1,1,575,Urbana,Hotpads.com,3,575,1,0,0,1,1,1,1,1,0,1.401879674,1.306925343,0.9912896814,4.65009144,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1 bed, 560 sqft, $675 Champaign, IL 61820",40.1166102,-88.2412504,675,1,Recently,675,675,1,1,675,Champaign,Hotpads.com,5,675,1,0,0,1,1,0,0,0,1,1.081658653,0.8050394748,0.8532716014,3.108196096,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"503 E White St Champaign, IL 61820",40.1141841,-88.2316271,"1,290",2 to 3,Recently,1290,1290,2,3,1290,Champaign,Hotpads.com,5,430,1,0,1,0,0,1,1,0,0,0.7366477167,0.4512640634,0.3374080533,3.509499634,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"405 E Stoughton St Champaign, IL 61820",40.1132425,-88.2328444,990,3 to 4,Recently,990,990,3,4,990,Champaign,Hotpads.com,4,247.5,1,1,1,1,0,1,1,1,0,0.6841486064,0.3925794984,0.3518479739,3.426874166,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"408 E Springfield Ave Champaign, IL 61820",40.112863,-88.233223,"1,030",2 to 4,Recently,1030,1030,2,4,1030,Champaign,Hotpads.com,5,257.5,1,0,0,0,0,0,1,1,1,0.663764093,0.3711932916,0.3586042433,3.39928823,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"502 W Illinois St #3 Urbana, IL 61801",40.1093247,-88.2133826,650,1,Recently,650,650,1,1,650,Urbana,Hotpads.com,4,650,0,0,1,1,1,1,1,1,1,0.9554769877,0.9646862366,0.7257668646,4.346792931,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"802 W Illinois St #1 Urbana, IL 61801",40.1093356,-88.2180063,645,1,Recently,645,645,1,1,645,Urbana,Hotpads.com,5,645,1,0,1,1,0,1,0,1,1,0.7402968247,0.7228160961,0.4851128645,4.107932364,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"305 N Lincoln Ave Urbana, IL 61801",40.1147264,-88.219985,950,2 to 3,Recently,950,950,2,3,950,Urbana,Hotpads.com,3,316.6666667,1,0,0,0,1,0,0,0,1,0.9281898684,0.7806939006,0.4565392965,4.103560304,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"309 E Healey St Champaign, IL 61820",40.1111279,-88.2343186,"1,050",2 to 3,Recently,1050,1050,2,3,1050,Champaign,Hotpads.com,4,350,1,0,1,0,0,1,0,1,1,0.5706797816,0.282330052,0.3886702222,3.306413821,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1008 S 4th St Champaign, IL 61820",40.1061258,-88.2329753,975,Studio to 5,Recently,975,975,Studio,5,975,Champaign,Hotpads.com,5,195,1,1,1,0,0,1,0,1,0,0.2399069852,0.1310308784,0.4546889703,3.288113633,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"2320 E. University Ave. - 10 Urbana, IL 61802",40.1142716,-88.1764518,450,1,Recently,450,450,1,1,450,Urbana,Hotpads.com,5,450,1,1,0,0,1,1,0,0,1,2.916209544,2.944968403,2.680134555,6.327422119,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1705 Burnetta St Champaign, IL 61821",40.1337513,-88.2734712,975,3,Recently,975,975,3,3,975,Champaign,Hotpads.com,4,325,0,1,1,0,0,1,1,1,0,3.106471963,2.857906038,2.922530404,2.784604484,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"601 S 1st St Champaign, IL 61820",40.1111747,-88.2389303,895,Studio to 3,Recently,895,895,Studio,3,895,Champaign,Hotpads.com,3,298.3333333,0,0,1,0,0,1,0,0,1,0.7096664755,0.4616233062,0.6322806453,3.076119391,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1901 E Washington St #A Urbana, IL 61802",40.1054511,-88.1844606,850,2,Recently,850,850,2,2,850,Urbana,Hotpads.com,3,425,1,1,0,0,0,1,1,0,1,2.401937346,2.490857112,2.277232634,5.817935788,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"407 W Park St Urbana, IL 61801",40.117151,-88.211785,650,1,Recently,650,650,1,1,650,Urbana,Hotpads.com,3,650,1,1,1,1,1,0,0,0,0,1.336535817,1.231512926,0.9133296746,4.567362669,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"121 W Park St #11 Urbana, IL 61801",40.1172502,-88.208511,725,2,Recently,725,725,2,2,725,Urbana,Hotpads.com,5,362.5,1,0,0,0,0,0,1,1,1,1.469485166,1.384260303,1.071355917,4.73417994,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"503 E Stoughton St Champaign, IL 61820",40.113224,-88.2316271,"1,050",3,Recently,1050,1050,3,3,1050,Champaign,Hotpads.com,5,350,1,0,1,1,0,1,0,1,0,0.6709073531,0.384934593,0.2959688609,3.487127664,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"906 N Willis Ave Champaign, IL 61821",40.1250705,-88.2599014,995,3,Recently,995,995,3,3,995,Champaign,Hotpads.com,4,331.6666667,0,1,0,1,1,0,1,0,1,2.172732853,1.923346061,1.998440336,2.664712488,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"808 N Lincoln Ave Urbana, IL 61801",40.1197731,-88.2190856,950,2,Recently,950,950,2,2,950,Urbana,Hotpads.com,4,475,1,0,0,1,0,1,0,0,1,1.253218356,1.063945118,0.7447099892,4.266877815,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"505 S. Busey Ave. Urbana, IL 61801",40.1087755,-88.2180063,750,1 to 2,Recently,750,750,1,2,750,Urbana,Hotpads.com,5,375,0,1,0,0,1,0,0,0,1,0.7203611693,0.7176140421,0.4948571022,4.099840971,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"605 S 5th St Champaign, IL 61820",40.1109776,-88.2323675,"1,160",2 to 3,Recently,1160,1160,2,3,1160,Champaign,Hotpads.com,3,386.6666667,0,0,0,0,0,1,0,0,0,0.5262059216,0.2341332563,0.285218634,3.401770901,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"802 W Green St Urbana, IL 61801",40.1108807,-88.2180832,525,Studio to 2,Recently,525,525,Studio,2,525,Urbana,Hotpads.com,5,262.5,1,1,0,1,1,0,1,1,1,0.7992668077,0.7435596027,0.469772807,4.128104107,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"603 W High St #2 Urbana, IL 61801",40.1096089,-88.2149619,"1,095",3,Recently,1095,1095,3,3,1095,Urbana,Hotpads.com,4,365,0,1,0,1,0,1,0,1,1,0.8891339582,0.8846681066,0.6403916928,4.269161976,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"504 E Stoughton St Champaign, IL 61820",40.113704,-88.2316271,895,Studio,Recently,895,895,Studio,1,895,Champaign,Hotpads.com,5,895,0,1,1,1,0,1,1,1,1,0.7037601094,0.4180955568,0.3156253368,3.498173124,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1 bed, 610 sqft, $735 Champaign, IL 61820",40.1166102,-88.2412504,735,1,Recently,735,735,1,1,735,Champaign,Hotpads.com,4,735,1,1,0,0,0,0,0,1,0,1.081658653,0.8050394748,0.8532716014,3.108196096,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"23 Barney St #65 Bondville, IL 61815",40.1125962,-88.3634856,"1,100",3,Recently,1100,1100,3,3,1100,Champaign,Hotpads.com,4,366.6666667,0,0,0,0,0,1,0,0,0,7.089423246,6.982622873,7.214678819,3.837951665,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"301 E Chalmers St Champaign, IL 61820",40.1062322,-88.2351481,"1,220",2 to 4,Recently,1220,1220,2,4,1220,Champaign,Hotpads.com,3,305,1,1,1,0,0,1,1,0,0,0.3336490441,0.2160606822,0.5366848085,3.177208596,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
